,Customer ID,NombreCommandes,DateDerniereCommande,MontantTotal_x,TransactionAnnulation,Recency,Country,MontantTotal_y,NombreArticles_y,PourcentageAnnulationMontant,NombreArticlesMoyenParCommande,PanierMoyen
2176,14544.0,3.0,2011-11-15 15:06:00,2982.43,0.0,24,United Kingdom,2982.43,2438.0,0.0,812.6666666666666,994.1433333333333
2196,14564.0,2.0,2010-10-08 14:20:00,2519.32,3.0,427,Channel Islands,2605.62,1295.0,3.3120715990819742,647.5,1302.81
2198,14566.0,4.0,2011-08-21 11:05:00,4092.0,0.0,110,Channel Islands,4092.0,2400.0,0.0,600.0,1023.0
2200,14568.0,1.0,2010-10-11 17:03:00,909.5,1.0,424,Channel Islands,919.7,645.0,1.1090573012939051,645.0,919.7
2239,14607.0,20.0,2011-11-24 10:35:00,17240.73,5.0,15,United Kingdom,22589.63,14553.0,23.678564013664683,727.65,1129.4815
2241,14609.0,10.0,2011-09-28 12:54:00,1366.2,1.0,72,United Kingdom,1486.2,12720.0,8.074283407347597,1272.0,148.62
2278,14646.0,145.0,2011-12-08 12:12:00,523202.74,7.0,1,Netherlands,526751.52,367072.0,0.6737104432085982,2531.5310344827585,3632.769103448276
2308,14676.0,12.0,2011-11-08 13:29:00,8285.49,4.0,31,United Kingdom,8356.79,8792.0,0.8531984170955724,732.6666666666666,696.3991666666667
2401,14769.0,17.0,2011-12-07 10:24:00,15695.02,4.0,2,United Kingdom,15770.23,11254.0,0.4769112435265632,662.0,927.6605882352941
2457,14828.0,13.0,2011-05-27 10:16:00,9803.460000000001,1.0,196,United Kingdom,9839.46,9718.0,0.365873736973352,747.5384615384615,756.8815384615384
2473,14845.0,1.0,2010-04-19 10:19:00,150.0,0.0,599,United Kingdom,150.0,600.0,0.0,600.0,150.0
2515,14887.0,1.0,2011-09-21 15:32:00,1862.0,0.0,79,United Kingdom,1862.0,1100.0,0.0,1100.0,1862.0
2527,14899.0,1.0,2010-11-09 15:20:00,1384.88,0.0,395,United Kingdom,1384.88,586.0,0.0,586.0,1384.88
2532,14904.0,4.0,2011-12-07 12:55:00,1640.64,0.0,2,United Kingdom,1640.64,2549.0,0.0,637.25,410.16
2562,14935.0,2.0,2011-02-15 14:44:00,2849.83,0.0,297,Channel Islands,2849.83,1931.0,0.0,965.5,1424.915
2565,14938.0,2.0,2010-07-25 16:00:00,2289.43,2.0,502,Channel Islands,2322.43,1369.0,1.4209254961398192,684.5,1161.215
2582,14956.0,1.0,2010-10-14 16:40:00,1325.0,0.0,421,United Kingdom,1325.0,2500.0,0.0,2500.0,1325.0
2595,14969.0,1.0,2010-01-05 12:43:00,906.23,0.0,703,United Kingdom,906.23,665.0,0.0,665.0,906.23
2630,15004.0,1.0,2011-07-15 14:05:00,1245.93,0.0,147,United Kingdom,1245.93,629.0,0.0,629.0,1245.93
2634,15008.0,2.0,2010-08-16 13:09:00,360.0,0.0,480,United Kingdom,360.0,1500.0,0.0,750.0,180.0
2658,15032.0,8.0,2011-03-28 15:30:00,13285.65,2.0,256,United Kingdom,13780.65,8259.0,3.5919931207889326,1032.375,1722.58125
2687,15061.0,127.0,2011-12-06 12:06:00,136411.63,10.0,3,United Kingdom,137817.07,80710.0,1.0197865910224344,635.511811023622,1085.1737795275592
2739,15113.0,3.0,2011-11-30 08:23:00,3439.02,1.0,9,United Kingdom,3608.94,2385.0,4.708307702538698,795.0,1202.98
2744,15118.0,1.0,2011-07-28 14:54:00,244.8,0.0,134,United Kingdom,244.8,1440.0,0.0,1440.0,244.8
2772,15146.0,2.0,2011-06-28 12:09:00,1313.66,1.0,164,United Kingdom,1327.16,1473.0,1.0172096808222069,736.5,663.58
2783,15157.0,5.0,2011-12-06 11:28:00,2597.88,2.0,3,United Kingdom,2654.11,3466.0,2.1186009622811417,693.2,530.822
2811,15185.0,1.0,2011-09-30 14:06:00,310.62,0.0,70,United Kingdom,310.62,666.0,0.0,666.0,310.62
2816,15190.0,1.0,2010-10-01 13:09:00,834.4399999999999,0.0,434,United Kingdom,834.4399999999999,790.0,0.0,790.0,834.4399999999999
2821,15195.0,1.0,2011-12-07 12:20:00,3861.0,0.0,2,United Kingdom,3861.0,1404.0,0.0,1404.0,3861.0
2853,15228.0,6.0,2011-10-04 13:56:00,5570.5199999999995,1.0,66,United Kingdom,5580.27,3375.0,0.17472272847014406,562.5,930.0450000000001
2876,15251.0,21.0,2011-11-30 15:02:00,20118.920000000002,9.0,9,United Kingdom,20324.54,12108.0,1.0116834132531363,576.5714285714286,967.8352380952381
2924,15299.0,9.0,2011-10-03 14:19:00,7385.53,1.0,67,United Kingdom,7391.54,5452.0,0.08130917237815419,605.7777777777778,821.2822222222222
2935,15310.0,1.0,2010-08-18 11:38:00,1634.64,0.0,478,United Kingdom,1634.64,1476.0,0.0,1476.0,1634.64
2943,15318.0,1.0,2011-12-06 11:30:00,312.62,0.0,3,United Kingdom,312.62,642.0,0.0,642.0,312.62
2955,15330.0,2.0,2011-11-07 17:50:00,714.96,0.0,32,United Kingdom,714.96,1312.0,0.0,656.0,357.48
2995,15372.0,8.0,2011-07-25 16:39:00,5954.42,2.0,137,United Kingdom,6017.06,6410.0,1.0410399763339624,801.25,752.1325
3005,15382.0,12.0,2011-11-25 10:58:00,13646.5,8.0,14,United Kingdom,13733.55,9178.0,0.6338492232525406,764.8333333333334,1144.4624999999999
3011,15389.0,5.0,2011-06-20 16:18:00,2733.8,0.0,172,United Kingdom,2733.8,3940.0,0.0,788.0,546.76
3037,15415.0,1.0,2011-01-30 14:13:00,572.8100000000001,0.0,313,United Kingdom,572.8100000000001,575.0,0.0,575.0,572.8100000000001
3102,15480.0,3.0,2011-08-15 14:32:00,3592.25,0.0,116,Malta,3592.25,1850.0,0.0,616.6666666666666,1197.4166666666667
3103,15481.0,1.0,2010-11-03 14:52:00,1993.34,0.0,401,Norway,1993.34,1450.0,0.0,1450.0,1993.34
3106,15484.0,6.0,2011-12-08 15:03:00,4624.8,1.0,1,United Kingdom,4656.0,4076.0,0.6701030927835012,679.3333333333334,776.0
3116,15494.0,5.0,2011-11-18 14:51:00,3780.05,0.0,21,United Kingdom,3780.05,3097.0,0.0,619.4,756.01
3145,15523.0,16.0,2011-09-16 16:29:00,17220.04,2.0,84,United Kingdom,17359.99,15873.0,0.8061640588502684,992.0625,1084.999375
3235,15613.0,1.0,2010-04-08 12:51:00,433.71999999999997,0.0,610,United Kingdom,433.72,700.0,1.3106017444620495e-14,700.0,433.72
3275,15653.0,2.0,2011-09-08 10:49:00,877.4399999999999,0.0,92,United Kingdom,877.4399999999999,1200.0,0.0,600.0,438.71999999999997
3287,15665.0,5.0,2011-06-24 14:57:00,4015.12,0.0,168,United Kingdom,4015.12,2794.0,0.0,558.8,803.024
3298,15676.0,3.0,2011-11-30 17:39:00,3324.09,2.0,9,United Kingdom,3435.76,2252.0,3.250227024006335,750.6666666666666,1145.2533333333333
3332,15710.0,1.0,2010-10-18 17:05:00,898.87,0.0,417,United Kingdom,898.87,641.0,0.0,641.0,898.87
3358,15736.0,2.0,2010-10-05 19:59:00,1717.27,1.0,430,United Kingdom,1815.72,1268.0,5.422091511907125,634.0,907.86
3371,15749.0,3.0,2011-04-18 13:20:00,21535.9,1.0,235,United Kingdom,44534.3,18028.0,51.64199280105447,6009.333333333333,14844.766666666668
3390,15769.0,46.0,2011-12-02 13:52:00,84275.32,3.0,7,United Kingdom,88704.32,49104.0,4.992992449522188,1067.4782608695652,1928.3547826086958
3407,15786.0,5.0,2011-10-27 10:53:00,8392.85,4.0,43,United Kingdom,8514.82,5981.0,1.4324436688033257,1196.2,1702.964
3443,15823.0,2.0,2011-01-06 12:58:00,3047.76,3.0,337,United Kingdom,3867.17,1773.0,21.18887972341531,886.5,1933.585
3458,15838.0,34.0,2011-11-28 14:00:00,73415.63,3.0,11,United Kingdom,74163.0,64664.0,1.0077397084799635,1901.8823529411766,2181.264705882353
3552,15934.0,2.0,2010-10-18 10:13:00,2190.66,0.0,417,United Kingdom,2190.66,2166.0,0.0,1083.0,1095.33
3565,15947.0,1.0,2011-09-18 10:46:00,1708.24,0.0,82,United Kingdom,1708.24,898.0,0.0,898.0,1708.24
3596,15978.0,3.0,2011-09-23 15:21:00,3272.62,2.0,77,United Kingdom,3279.42,2444.0,0.2073537393807497,814.6666666666666,1093.14
3598,15980.0,7.0,2011-09-12 09:41:00,6546.28,2.0,88,United Kingdom,6593.68,4862.0,0.7188701908494277,694.5714285714286,941.9542857142858
3618,16000.0,3.0,2011-12-07 12:17:00,12393.7,0.0,2,United Kingdom,12393.7,5110.0,0.0,1703.3333333333333,4131.233333333334
3694,16077.0,1.0,2010-05-14 16:38:00,600.0,1.0,574,United Kingdom,2300.4,840.0,73.91757955138237,840.0,2300.4
3735,16118.0,1.0,2010-11-11 19:54:00,4255.43,4.0,393,United Kingdom,4376.25,2851.0,2.7608111968009075,2851.0,4376.25
3768,16152.0,1.0,2011-03-16 09:47:00,1829.04,0.0,268,United Kingdom,1829.04,642.0,0.0,642.0,1829.04
3775,16160.0,2.0,2011-10-06 18:30:00,1009.4499999999999,2.0,64,United Kingdom,1025.44,1162.0,1.5593306288032573,581.0,512.72
3795,16180.0,13.0,2011-08-31 16:28:00,16170.27,3.0,100,United Kingdom,16249.87,9813.0,0.48985007264673724,754.8461538461538,1249.99
3797,16182.0,9.0,2011-09-28 13:23:00,9971.65,0.0,72,United Kingdom,9971.65,5887.0,0.0,654.1111111111111,1107.961111111111
3855,16240.0,2.0,2011-12-01 14:02:00,3693.81,3.0,8,United Kingdom,3718.8,1641.0,0.67199096482737,820.5,1859.4
3859,16244.0,2.0,2011-05-12 10:18:00,2579.38,0.0,211,United Kingdom,2579.38,1474.0,0.0,737.0,1289.69
3868,16253.0,7.0,2011-10-04 09:09:00,7260.15,0.0,66,United Kingdom,7260.15,6060.0,0.0,865.7142857142857,1037.1642857142856
3884,16269.0,1.0,2010-10-07 16:17:00,714.59,1.0,428,United Kingdom,717.57,579.0,0.4152904943071781,579.0,717.57
3885,16270.0,1.0,2010-12-21 14:26:00,1141.24,0.0,353,United Kingdom,1141.24,688.0,0.0,688.0,1141.24
3922,16308.0,7.0,2011-11-02 11:24:00,5120.0,0.0,37,United Kingdom,5120.0,16000.0,0.0,2285.714285714286,731.4285714285714
3947,16333.0,22.0,2011-12-02 12:19:00,26626.8,0.0,7,United Kingdom,26626.8,32184.0,0.0,1462.909090909091,1210.3090909090909
3991,16377.0,2.0,2011-03-17 15:41:00,1308.48,0.0,267,United Kingdom,1308.48,2928.0,0.0,1464.0,654.24
3994,16380.0,1.0,2011-10-09 15:40:00,1780.59,0.0,61,United Kingdom,1780.59,1524.0,0.0,1524.0,1780.59
4036,16422.0,107.0,2011-11-22 14:00:00,61670.12,15.0,17,United Kingdom,63387.02,66176.0,2.708598700491038,618.4672897196261,592.4020560747663
4060,16446.0,2.0,2011-12-09 09:27:00,2.8999999999941792,1.0,0,United Kingdom,168472.5,80997.0,99.99827865081838,40498.5,84236.25
4081,16467.0,7.0,2010-07-19 11:49:00,2862.4,1.0,508,United Kingdom,2869.16,7384.0,0.23560902842643017,1054.857142857143,409.88
4108,16494.0,1.0,2011-02-16 12:49:00,826.53,0.0,296,United Kingdom,826.53,675.0,0.0,675.0,826.53
4115,16501.0,1.0,2010-11-21 14:10:00,1237.23,0.0,383,United Kingdom,1237.23,642.0,0.0,642.0,1237.23
4119,16505.0,1.0,2011-11-08 12:14:00,777.6,0.0,31,United Kingdom,777.6,576.0,0.0,576.0,777.6
4159,16546.0,5.0,2011-02-22 11:20:00,3837.36,2.0,290,United Kingdom,5606.47,4367.0,31.5547929445801,873.4,1121.294
4258,16646.0,1.0,2010-09-21 20:07:00,675.05,1.0,444,United Kingdom,678.8,1072.0,0.552445492044785,1072.0,678.8
4296,16684.0,55.0,2011-12-05 14:06:00,141530.29,9.0,4,United Kingdom,147142.77,104810.0,3.8143090550762238,1905.6363636363637,2675.3230909090908
4326,16715.0,2.0,2011-09-22 18:15:00,625.52,0.0,78,United Kingdom,625.52,1174.0,0.0,587.0,312.76
4343,16732.0,4.0,2011-11-08 09:54:00,3966.79,5.0,31,United Kingdom,4387.64,2414.0,9.591716731545896,603.5,1096.91
4360,16749.0,2.0,2010-04-27 13:06:00,4387.08,0.0,591,United Kingdom,4387.08,2078.0,0.0,1039.0,2193.54
4362,16751.0,1.0,2011-11-09 10:48:00,1764.72,0.0,30,United Kingdom,1764.72,1031.0,0.0,1031.0,1764.72
4365,16754.0,29.0,2010-12-02 17:38:00,56695.22,5.0,372,United Kingdom,67502.47,67831.0,16.010154887665593,2339.0,2327.671379310345
4484,16873.0,12.0,2011-12-05 12:05:00,14547.03,5.0,4,United Kingdom,14617.39,8601.0,0.48134448078623315,716.75,1218.1158333333333
4491,16881.0,1.0,2011-10-04 10:33:00,432.0,0.0,66,United Kingdom,432.0,600.0,0.0,600.0,432.0
4512,16902.0,1.0,2011-08-15 14:17:00,1706.88,0.0,116,United Kingdom,1706.88,629.0,0.0,629.0,1706.88
4548,16938.0,9.0,2011-12-01 10:20:00,6209.93,1.0,8,United Kingdom,7043.18,5084.0,11.830593567110311,564.8888888888889,782.5755555555556
4550,16940.0,8.0,2011-10-18 13:15:00,6245.41,3.0,52,United Kingdom,6427.66,4503.0,2.8354019969942406,562.875,803.4575
4568,16958.0,1.0,2010-09-30 14:25:00,809.44,0.0,435,United Kingdom,809.44,561.0,0.0,561.0,809.44
4593,16984.0,9.0,2011-09-22 18:21:00,10610.67,9.0,78,United Kingdom,10754.8,5330.0,1.340145795365783,592.2222222222222,1194.9777777777776
4600,16991.0,1.0,2010-10-14 14:08:00,1041.21,0.0,421,United Kingdom,1041.21,793.0,0.0,793.0,1041.21
4622,17015.0,3.0,2011-11-11 10:45:00,1842.56,0.0,28,United Kingdom,1842.56,1981.0,0.0,660.3333333333334,614.1866666666666
4644,17037.0,1.0,2011-09-22 17:20:00,1253.22,1.0,78,United Kingdom,1267.32,656.0,1.1125840356026822,656.0,1267.32
4646,17039.0,1.0,2010-04-14 12:56:00,1954.99,0.0,604,United Kingdom,1954.99,689.0,0.0,689.0,1954.99
4691,17084.0,3.0,2011-11-04 14:54:00,5199.72,1.0,35,United Kingdom,5202.97,3292.0,0.06246432326152178,1097.3333333333333,1734.3233333333335
4714,17107.0,10.0,2011-11-07 08:41:00,15616.82,3.0,32,United Kingdom,16075.42,7544.0,2.8528026017360686,754.4,1607.542
4739,17133.0,12.0,2011-11-24 12:27:00,12972.09,1.0,15,United Kingdom,14622.33,10107.0,11.285752681002274,842.25,1218.5275
4751,17145.0,4.0,2010-08-31 16:53:00,3014.64,3.0,465,United Kingdom,3120.91,2591.0,3.4050965904175383,647.75,780.2275
4811,17205.0,3.0,2011-10-17 12:46:00,999.35,0.0,53,United Kingdom,999.35,2214.0,0.0,738.0,333.1166666666667
4911,17305.0,1.0,2010-03-01 12:47:00,2135.46,0.0,648,United Kingdom,2135.46,1006.0,0.0,1006.0,2135.46
4912,17306.0,21.0,2011-11-29 12:14:00,9751.77,2.0,10,United Kingdom,9782.35,13747.0,0.3126038221899638,654.6190476190476,465.8261904761905
4914,17308.0,2.0,2010-11-11 13:19:00,4511.76,0.0,393,United Kingdom,4511.76,5148.0,0.0,2574.0,2255.88
4919,17313.0,1.0,2011-11-22 09:23:00,2288.13,1.0,17,United Kingdom,2328.84,1402.0,1.748080589478025,1402.0,2328.84
4946,17340.0,18.0,2011-11-30 17:12:00,21945.88,11.0,9,United Kingdom,22404.82,11210.0,2.0483985142482677,622.7777777777778,1244.7122222222222
4960,17354.0,4.0,2011-10-20 10:34:00,3143.46,0.0,50,United Kingdom,3143.46,2535.0,0.0,633.75,785.865
4975,17369.0,1.0,2010-09-10 09:49:00,979.1999999999999,0.0,455,United Kingdom,979.2,1152.0,1.1610175420916671e-14,1152.0,979.2
4985,17379.0,1.0,2011-11-28 13:56:00,404.66,0.0,11,United Kingdom,404.66,663.0,0.0,663.0,404.66
4987,17381.0,38.0,2011-12-01 11:59:00,39999.19,1.0,8,United Kingdom,40002.37,45767.0,0.007949528990408045,1204.3947368421052,1052.693947368421
5009,17404.0,21.0,2011-12-05 16:26:00,45863.82,5.0,4,Sweden,47638.12,50674.0,3.724538247940941,2413.0476190476193,2268.481904761905
5019,17414.0,6.0,2011-10-27 12:13:00,2249.52,0.0,43,United Kingdom,2249.52,6256.0,0.0,1042.6666666666667,374.92
5048,17444.0,2.0,2011-07-11 10:33:00,2389.1,0.0,151,Canada,2389.1,2118.0,0.0,1059.0,1194.55
5053,17450.0,51.0,2011-12-01 13:29:00,235832.75,4.0,8,United Kingdom,246973.09,84720.0,4.510750543713081,1661.1764705882354,4842.609607843137
5113,17511.0,60.0,2011-12-07 10:12:00,171898.8,24.0,2,United Kingdom,175603.55,119656.0,2.1097238637829365,1994.2666666666667,2926.725833333333
5154,17553.0,4.0,2011-08-02 10:00:00,3757.6,0.0,129,United Kingdom,3757.6,2288.0,0.0,572.0,939.4
5196,17596.0,13.0,2011-11-16 14:11:00,4907.32,1.0,23,United Kingdom,4920.67,7619.0,0.2713045174742538,586.0769230769231,378.51307692307694
5227,17627.0,1.0,2010-08-18 11:27:00,285.11,1.0,478,United Kingdom,296.36,676.0,3.79605884734782,676.0,296.36
5265,17665.0,1.0,2010-08-03 13:12:00,563.1,0.0,493,United Kingdom,563.1,690.0,0.0,690.0,563.1
5322,17722.0,5.0,2011-09-04 15:22:00,4386.96,2.0,96,United Kingdom,4430.36,2937.0,0.9796043662365956,587.4,886.0719999999999
5327,17727.0,1.0,2011-11-30 15:21:00,1042.55,1.0,9,United Kingdom,1060.25,645.0,1.669417590190997,645.0,1060.25
5405,17805.0,2.0,2011-09-27 11:49:00,927.03,0.0,73,United Kingdom,927.03,1126.0,0.0,563.0,463.515
5406,17806.0,1.0,2011-11-28 14:12:00,546.04,0.0,11,United Kingdom,546.04,727.0,0.0,727.0,546.04
5414,17814.0,2.0,2010-11-29 14:21:00,1617.32,0.0,375,United Kingdom,1617.32,1440.0,0.0,720.0,808.66
5415,17815.0,1.0,2010-11-11 14:39:00,591.96,0.0,393,United Kingdom,591.96,612.0,0.0,612.0,591.96
5429,17829.0,5.0,2011-02-14 12:46:00,4680.42,1.0,298,United Arab Emirates,4756.74,3009.0,1.604460197530235,601.8,951.348
5456,17857.0,23.0,2011-12-06 13:41:00,26989.04,2.0,3,United Kingdom,27104.74,17626.0,0.4268626077948016,766.3478260869565,1178.4669565217391
5475,17876.0,3.0,2010-11-05 10:52:00,3424.02,0.0,399,United Kingdom,3424.02,1958.0,0.0,652.6666666666666,1141.34
5506,17907.0,1.0,2010-03-09 12:33:00,291.76,0.0,640,United Kingdom,291.76,1046.0,0.0,1046.0,291.76
5518,17919.0,2.0,2011-09-12 13:41:00,1840.32,0.0,88,United Kingdom,1840.32,1452.0,0.0,726.0,920.16
5539,17940.0,14.0,2011-10-21 13:27:00,28475.98,0.0,49,United Kingdom,28475.98,85578.0,0.0,6112.714285714285,2033.9985714285715
5575,17977.0,2.0,2011-11-10 13:28:00,1507.73,1.0,29,United Kingdom,1565.63,2062.0,3.698191782221859,1031.0,782.815
5649,18052.0,1.0,2010-05-24 11:11:00,10877.18,0.0,564,United Kingdom,10877.18,17766.0,0.0,17766.0,10877.18
5676,18079.0,5.0,2011-10-25 15:27:00,4242.75,0.0,45,United Kingdom,4242.75,8815.0,0.0,1763.0,848.55
5679,18082.0,1.0,2011-11-14 12:45:00,703.37,0.0,25,United Kingdom,703.37,621.0,0.0,621.0,703.37
5699,18102.0,145.0,2011-12-09 11:50:00,606243.25,2.0,0,United Kingdom,608821.65,188340.0,0.42350662135619244,1298.896551724138,4198.77
5714,18117.0,1.0,2011-11-14 12:47:00,319.47,0.0,25,United Kingdom,319.47,617.0,0.0,617.0,319.47
5730,18133.0,1.0,2011-05-11 14:14:00,931.4999999999999,0.0,212,United Kingdom,931.5,1350.0,1.2204706142953949e-14,1350.0,931.5
5736,18139.0,6.0,2011-11-22 10:44:00,8438.34,0.0,17,United Kingdom,8438.34,5557.0,0.0,926.1666666666666,1406.39
5739,18142.0,2.0,2011-07-11 13:34:00,1014.9,2.0,151,United Kingdom,1019.52,1276.0,0.4531544256120532,638.0,509.76
5848,18251.0,9.0,2011-09-13 15:03:00,26278.86,0.0,87,United Kingdom,26278.86,39639.0,0.0,4404.333333333333,2919.8733333333334
5876,18279.0,1.0,2010-07-08 14:48:00,231.33999999999997,0.0,519,United Kingdom,231.34,630.0,1.228568748612605e-14,630.0,231.34
